epoch,train_loss,val_window_mae_kwh,grad_norm,dynamics_residual_rmse,loss,w_dynamics,w_state,l_prior,dynamics_residual_mae,w_window,l_window,l_dynamics,w_prior,w_boundary,l_state,l_boundary,val_mae_soc_event_0.1,val_mae_soc_event_0.2,val_mae_soc_event_0.5,val_mae_time_60s,val_mae_time_120s,val_mae_time_300s,val_mae_time_600s,val_mae_full_trip
0.0,2.0237055145777187,0.07746119832154363,0.8299085681379631,0.01964285260496231,2.0237055145777187,0.0,1.8888599909268893,0.0019233290589069768,0.015006923403304357,0.13465316192461893,0.13465316192461893,0.0004038114118604706,0.0001923329058906977,0.0,18.888599909268894,0.0,0.013570000417530537,0.013798566535115242,0.015508617274463177,0.013861396349966526,0.02226661518216133,0.04793630912899971,0.06968909502029419,0.42305898666381836
1.0,1.9267600087019114,0.08954567555338144,0.9711536211910796,0.028955276124179363,1.9267600087019114,0.0,1.8551060126377987,0.037874980901296325,0.02022016843637595,0.06786648241373208,0.06786648241373208,0.0009744080117133518,0.0037874980901296323,0.0,18.551060126377987,0.0,0.013179721310734749,0.013250241987407207,0.0155195826664567,0.012708058580756187,0.021441280841827393,0.04684075340628624,0.08595110476016998,0.5074746608734131
2.0,1.7943625862781818,0.04886637476738542,1.2152459375926696,0.10768087122302789,1.7943625862781818,0.0,1.720061599291288,0.05955672837220705,0.043488336727023125,0.06834527592246349,0.06834527592246349,0.014237935045877328,0.0059556728372207055,0.0,17.20061599291288,0.0,0.012264948338270187,0.012419408187270164,0.014255112037062645,0.012293470092117786,0.01962210051715374,0.041986364871263504,0.058545779436826706,0.21954381465911865
3.0,1.627266457447639,0.06042488105595112,1.1318838227137185,0.2964834479185251,1.627266457447639,0.0,1.5662790518540604,0.05799683957145764,0.10746957419010308,0.055187713784667164,0.055187713784667164,0.09187133438312091,0.0057996839571457645,0.0,15.662790518540602,0.0,0.012160449288785458,0.01241241954267025,0.01447262056171894,0.01225790474563837,0.019595913589000702,0.04259319603443146,0.06767335534095764,0.30223318934440613
4.0,1.5177168250083923,0.06846679782029241,1.200466395440971,0.45762327313423157,1.5177168250083923,0.0,1.4531331869272086,0.06012755259871483,0.17191018565342978,0.0585708526464609,0.0585708526464609,0.2173709198832512,0.006012755259871482,0.0,14.531331869272085,0.0,0.012331673875451088,0.012626603245735168,0.014674365520477295,0.012364302761852741,0.020133785903453827,0.04302285239100456,0.06971105933189392,0.3628697395324707
5.0,1.4503250809816213,0.05016630794852972,1.3112791967035768,0.541823189992171,1.4503250809816213,0.0,1.385453308545626,0.03947610737612614,0.20189241606455582,0.060924131996356524,0.060924131996356524,0.3088749698721446,0.003947610737612614,0.0,13.85453308545626,0.0,0.012071218341588974,0.01232906710356474,0.014343422837555408,0.012260599061846733,0.01943444274365902,0.03994112089276314,0.060721974819898605,0.23022861778736115
6.0,1.3981231084236732,0.0753879762487486,1.4076991485383046,0.5883008402127486,1.3981231084236732,0.0,1.3399946469527027,0.04885761611736738,0.2053780360863759,0.0532427028967784,0.0532427028967784,0.36151043956096357,0.004885761611736738,0.0,13.399946469527025,0.0,0.012721150182187557,0.013013054616749287,0.015165035612881184,0.0127036664634943,0.02077619917690754,0.044709768146276474,0.07287601381540298,0.4111389219760895
7.0,1.3725617894759545,0.06009766657371074,1.659377969052052,0.6255211371641892,1.3725617894759545,0.0,1.3042829696948712,0.03584768809378147,0.1990205187063951,0.06469404855026649,0.06469404855026649,0.4022090377715918,0.003584768809378147,0.0,13.042829696948711,0.0,0.0125350970774889,0.012729293666779995,0.014684501104056835,0.012300136499106884,0.020101724192500114,0.04109952971339226,0.06678973883390427,0.30054131150245667
8.0,1.3410995877706087,0.11782718857284635,1.5845217314395879,0.6686286284373357,1.3410995877706087,0.0,1.2819912727062517,0.06906623901942602,0.2077877831000548,0.05220167783017342,0.05220167783017342,0.4598175035073207,0.006906623901942601,0.0,12.819912727062519,0.0,0.014964488334953785,0.015322832390666008,0.01799449697136879,0.014950348064303398,0.02541310526430607,0.05912170186638832,0.10771477967500687,0.6871357560157776
9.0,1.3634097713690538,0.08073444850742817,1.733177505036153,0.6989052708332355,1.3634097713690538,0.0,1.2707071707798883,0.0738811415548508,0.20829986666257566,0.08531450480222702,0.08531450480222702,0.5036085156294016,0.00738811415548508,0.0,12.707071707798885,0.0,0.012850083410739899,0.013117752969264984,0.015192699618637562,0.012573364190757275,0.020915567874908447,0.04425481706857681,0.07627999037504196,0.4506913125514984
